check,status,detail,source,observed_at
phone,pass,Published phone: 0-6.6-5.4-12-12-1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-27.7-9-54.6-25.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.6-70.6 56.8-35.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.6 70.6-56.8 35.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.6 35.4 56.8 70.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 04 0-57.828 46.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 34.2 23.7 53.6 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 05.258 216.36,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 08-52.628 54.2,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-31.8-30.1-57.6-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 10.6 10 19.2 2,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 48-21.5 48-48,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 005-46.781-87.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.5-205.9-237.2-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 64-28.7 64-64,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.79 105.84-43.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-4.42-3.58-8-8-8,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-26.5-21.5-48-4,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-8.84 7.16-16 1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-19.492 5.197-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 04.934 30.213 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 138.72-105.5,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.6-14.1-30.7-17-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.06 52.24-50.0,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 07 47.63 13.66 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.5-19.1 10.5-30,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 8.84 7.16 16 1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.6-35.4-56.8-70.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 07 24.82-13.66 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.2-23.06-66.35-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 06-30.2 38.58-6,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 0 136.85 86.0,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 09.807-1.624-7.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.6-34.2-7.7-44.8 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 07-24.81 13.66-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 055 0 94.213-1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 80-35.82 80-8,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 4.42 3.58 8 8 8,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-80-35.82-80-8,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 081-9.747-84.1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.274-44.832-4,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-67.2 25.8-67.2 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.79 75.64 43.8,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-32-14.33-32-3,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.426-16.243-1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.29-6.52-19.89-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: +94 11 2307694,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-10.7-5.35-20.7-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.29 6.52 19.89 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 26.5 21.5 48 4,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 10.9 3.7 21.5 1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 06 30.2-38.58 6,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.791-32.161 3,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 31.7-97.4 31.7-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-17.7-14.3-32-3,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-32 14.3-32 32,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-25.35 12.42-5,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 16.54-7.79 15.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 01 3.57 9.75 8.7,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-121.08 44.38-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 80-80 80 35.8,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-17.67-14.33-3,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 16-7.16 16-16,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.6-14.1 7.7-34.2-,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 097.325 13.64,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 16 7.16 16 16,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.8 0-18.7 8-44.8 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.74-4.16-25.62,https://dba.gov.lk/home-english/,
phone,pass,Published phone: +94 11 2307674 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 002 32.002 0 0 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: +94 11 2307694 ,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-16.54 7.79-15.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-114.68-17.21,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 13.5-4.7 15.3-1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 06 8.447.974 1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.214 12.67 47.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.8 0-147-88.8-1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 04.934 104.93,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 8.8 7.2 16 16 1,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-7.2 4.5-13.6 11.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0.4 21.7 1.8 6.9 8.,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0-32 14.33-32 3,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 9.23 7.79 16.5,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 0 5.5-4.5 10-10 1,https://dba.gov.lk/home-english/,
email,pass,Published email: dba.gov.lk@gmail.com,https://dba.gov.lk/home-english/,
email,pass,Published email: tdba.gov.lk@gmail.com,https://dba.gov.lk/home-english/,
named_responsibility,pass,Published named responsibility: division,https://dba.gov.lk/home-english/,
legal_basis,pass,Published legal basis: circular,https://dba.gov.lk/home-english/,
phone,pass,Published phone: 025-09-23 202,https://dba.gov.lk/ta/,
phone,pass,Published phone: 025-12-31 202,https://dba.gov.lk/ta/,
phone,pass,Published phone: 026-04-23 202,https://dba.gov.lk/ta/,
phone,pass,Published phone: 026-03-11 202,https://dba.gov.lk/ta/,
named_responsibility,pass,Published named responsibility: division,https://dba.gov.lk/ta/,
phone,pass,Published phone: 0 57.502 12.67 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.2 23.06 66.35 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 07-47.63-13.66-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.79-75.64-43.8,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-33.4-8-44.8-8-3,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.43 0 225.36 0,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 22.4-8.6 22.4-1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.6-17 30.7-6.4 4,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 01-9.23-7.8-16.5,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 02 32.02 0 0 0-3,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.79-105.83 43.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 18.843-1.3 27.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.29 2.41-19.89 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.29-2.41 19.89-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-6.6-5.4-12-12-1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-27.7-9-54.6-25.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.6-70.6 56.8-35.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.6 70.6-56.8 35.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.6 35.4 56.8 70.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 04 0-57.828 46.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 34.2 23.7 53.6 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 05.258 216.36,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 08-52.628 54.2,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-31.8-30.1-57.6-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 10.6 10 19.2 2,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 48-21.5 48-48,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 005-46.781-87.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.5-205.9-237.2-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 64-28.7 64-64,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.79 105.84-43.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-4.42-3.58-8-8-8,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-26.5-21.5-48-4,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-8.84 7.16-16 1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-19.492 5.197-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 04.934 30.213 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 138.72-105.5,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.6-14.1-30.7-17-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.06 52.24-50.0,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 07 47.63 13.66 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.5-19.1 10.5-30,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 8.84 7.16 16 1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.6-35.4-56.8-70.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 07 24.82-13.66 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.2-23.06-66.35-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 06-30.2 38.58-6,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 0 136.85 86.0,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 09.807-1.624-7.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.6-34.2-7.7-44.8 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 07-24.81 13.66-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 055 0 94.213-1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 80-35.82 80-8,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 4.42 3.58 8 8 8,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-80-35.82-80-8,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 081-9.747-84.1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.274-44.832-4,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-67.2 25.8-67.2 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.79 75.64 43.8,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-32-14.33-32-3,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.426-16.243-1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.29-6.52-19.89-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: +94 11 2307694,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-10.7-5.35-20.7-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.29 6.52 19.89 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 26.5 21.5 48 4,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 10.9 3.7 21.5 1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 06 30.2-38.58 6,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.791-32.161 3,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 31.7-97.4 31.7-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-17.7-14.3-32-3,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-32 14.3-32 32,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-25.35 12.42-5,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 16.54-7.79 15.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 01 3.57 9.75 8.7,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-121.08 44.38-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 80-80 80 35.8,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-17.67-14.33-3,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 16-7.16 16-16,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.6-14.1 7.7-34.2-,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 097.325 13.64,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 16 7.16 16 16,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.8 0-18.7 8-44.8 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.74-4.16-25.62,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: +94 11 2307674 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 002 32.002 0 0 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: +94 11 2307694 ,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-16.54 7.79-15.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-114.68-17.21,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 13.5-4.7 15.3-1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 06 8.447.974 1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.214 12.67 47.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.8 0-147-88.8-1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 04.934 104.93,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 8.8 7.2 16 16 1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-7.2 4.5-13.6 11.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0.4 21.7 1.8 6.9 8.,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0-32 14.33-32 3,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 9.23 7.79 16.5,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 0 5.5-4.5 10-10 1,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
email,pass,Published email: dba.gov.lk@gmail.com,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
email,pass,Published email: tdba.gov.lk@gmail.com,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
named_responsibility,pass,Published named responsibility: division,https://dba.gov.lk/ta/home-%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d/,
phone,pass,Published phone: 055 0 94.213-1,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0 34.2 23.7 53.6 ,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 05.258 216.36,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0 57.502 12.67 ,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 08-52.628 54.2,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 097.325 13.64,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 005-46.781-87.,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0.43 0 225.36 0,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 081-9.747-84.1,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: +94 11 2307674 ,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0.274-44.832-4,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0.426-16.243-1,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: +94 11 2307694,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0-19.492 5.197-,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: +94 11 2307694 ,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 04.934 30.213 ,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0 18.843-1.3 27.,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0 31.7-97.4 31.7-,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0 138.72-105.5,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
phone,pass,Published phone: 0.791-32.161 3,https://dba.gov.lk/ta/development-promotion-and-protection-of-the-buddhasasana/,
